PLAYER_ID,PLAYER_NAME,GP,MIN_TOTAL,PRIMARY_DECADE,ERA_LABEL,HP_PCT,ATTACK_PCT,DEFENSE_PCT,SPATK_PCT,SPDEF_PCT,SPEED_PCT
202391,Jeremy Lin,480,12217.288333333334,2010,Pace-and-Space Small-Ball,71.4460542591338,71.94186000073572,53.36218433793921,88.22521770445987,50.42247799477256,60.74131200835264
202396,Samardo Samuels,109,1722.165,2010,Pace-and-Space Small-Ball,38.58067577027001,49.222509007775066,61.675737034200615,12.571201747575778,42.62119356478497,22.905675798622607
202397,Ish Smith,805,15492.815,2010,Pace-and-Space Small-Ball,55.5554427790117,48.80034987562303,42.15640335815091,92.39148266600932,50.60327354218821,60.15758146842413
202399,Jeff Adrien,153,2148.958333333333,2010,Pace-and-Space Small-Ball,33.81745962851177,36.42367406429926,45.29807920390159,30.566786956708835,61.22724206545303,29.58507690363992
202407,Elijah Millsap,69,1119.5066666666667,2010,Pace-and-Space Small-Ball,43.97892497535481,16.124748831956264,94.18474047088445,52.528430500379514,73.74854622590072,22.049545614488125
202412,Manny Harris,93,1593.4050000000002,2010,Pace-and-Space Small-Ball,42.789150843048496,46.1054111730395,32.56581698952022,65.37075308513465,52.44056658870128,24.758794481432147
202498,Lance Thomas,399,7323.721666666667,2010,Pace-and-Space Small-Ball,48.84824164113074,23.144954383351912,42.34707816907813,19.073419126911112,29.07440823769769,37.916426967578616
202681,Kyrie Irving,779,26878.18333333333,2010,Pace-and-Space Small-Ball,94.15957795765338,96.14181954643617,32.49787212260946,89.32002680285038,50.09520408779944,39.52930139541191
202682,Derrick Williams,428,8863.086666666666,2010,Pace-and-Space Small-Ball,54.7177839347304,65.09876738510982,42.016089387930684,18.605046908801835,47.291007512287344,40.775545647764844
202683,Enes Freedom,748,16100.516666666666,2010,Pace-and-Space Small-Ball,59.71437644287917,80.76782671090854,30.976357376997864,24.884913940006314,54.559735273223154,39.21124910160526
202684,Tristan Thompson,819,20432.55,2010,Pace-and-Space Small-Ball,72.19278947231744,37.046629052088214,31.599275793884054,20.28157512139196,52.102858377789445,29.6957012661669
202685,Jonas Valanciunas,457,11591.786666666667,2010,Pace-and-Space Small-Ball,69.94606235077312,74.15140238956216,39.84734966309519,33.60574767952279,53.71106995622616,20.597405950938736
202685,Jonas Valančiūnas,480,11966.073333333334,2010,Pace-and-Space Small-Ball,67.37008963141098,85.8089024078068,36.84564485024432,35.7673406337288,56.64927242781901,49.606057833176806
202686,Jan Vesely,162,2455.3016666666667,2010,Pace-and-Space Small-Ball,36.431571095515366,12.868150564596693,73.52546472770139,20.46481980483372,67.61512285922583,26.40852670864216
202687,Bismack Biyombo,867,16912.323333333334,2010,Pace-and-Space Small-Ball,52.40457416326508,18.23771614519124,40.38358469080749,17.64692099243915,48.84312700567504,26.395174254582656
202688,Brandon Knight,451,13202.946666666667,2010,Pace-and-Space Small-Ball,82.80063837416476,75.72448906866039,37.28286571376388,83.64854820667269,37.66050067902946,36.02169412128301
202689,Kemba Walker,750,24809.606666666667,2010,Pace-and-Space Small-Ball,91.1474111092591,88.77419768544316,38.87133410187945,90.07243766452608,50.05579051741907,35.455057664115756
202690,Jimmer Fredette,241,3211.1200000000003,2010,Pace-and-Space Small-Ball,31.770574475946457,69.1012892452982,30.969085570587417,72.98797477349173,29.128256288332476,39.82441591994639
202691,Klay Thompson,865,27806.491666666665,2010,Pace-and-Space Small-Ball,88.61257867937307,89.96540989372843,53.2768867023885,50.463817247469066,32.22307756550519,63.79901193096538
202692,Alec Burks,791,17575.58,2010,Pace-and-Space Small-Ball,62.09981183131014,72.62603313504722,44.26910594027669,61.58545681893894,52.28573363221136,33.84473548221033
202693,Markieff Morris,791,18461.129999999997,2010,Pace-and-Space Small-Ball,66.55431926344451,66.79164438582688,46.64554214697293,48.454590131675914,64.8667522839559,53.8319640043466
202694,Marcus Morris Sr.,832,22093.02333333333,2010,Pace-and-Space Small-Ball,75.09079702548846,68.8472583362242,38.77173654500854,36.407296900236815,46.75460930508849,42.613445623251884
202695,Kawhi Leonard,733,23282.114999999998,2010,Pace-and-Space Small-Ball,87.48608568000928,86.41579688602641,66.79852467057859,64.33711814573499,81.63572738887315,30.48960951836835
202696,Nikola Vučević,972,30502.478333333333,2010,Pace-and-Space Small-Ball,87.04276900933448,83.41623877778238,32.31282127616106,64.90159413322597,69.18886623166729,39.08987663791589
202697,Iman Shumpert,461,11470.818333333333,2010,Pace-and-Space Small-Ball,67.07399873732336,24.892101556702375,54.88252015635456,51.472016499557704,60.26494645731866,33.622141166601104
202698,Chris Singleton,148,2604.6716666666666,2010,Pace-and-Space Small-Ball,46.4547653905578,12.362206673861133,78.5418383000772,17.10698665206209,73.3343796748397,25.98387425128841
202699,Tobias Harris,970,30727.646666666667,2010,Pace-and-Space Small-Ball,88.6002613781651,79.75555918640708,41.705402234508604,52.822158082107464,55.08451071021563,36.89825444738075
202700,Donatas Motiejunas,251,4564.836666666666,2010,Pace-and-Space Small-Ball,52.099907776635305,58.622716029695475,65.02001490561481,44.90927216032839,51.050162716479555,57.735475228089875
202702,Kenneth Faried,478,11728.078333333333,2010,Pace-and-Space Small-Ball,67.18143917510763,74.6575091219142,28.590542688221095,22.55161473669484,71.10897433105599,50.760450850642094
202703,Nikola Mirotic,319,7718.318333333334,2010,Pace-and-Space Small-Ball,65.108382539079,82.39821612353616,57.30345772871057,36.16033434406097,70.41091925365944,60.73972997698093
202704,Reggie Jackson,884,21858.498333333333,2010,Pace-and-Space Small-Ball,70.46736542024352,76.43469596283424,53.80711347473711,87.55050523224992,34.36841598457728,34.285567866642566
202705,MarShon Brooks,200,3456.035,2010,Pace-and-Space Small-Ball,53.37830771078162,72.3478195702782,43.07449122491602,66.8148795771885,44.26884237806775,21.85237281403133
202706,Jordan Hamilton,151,2100.02,2010,Pace-and-Space Small-Ball,36.97546973323876,64.07715051699451,48.06654240356151,44.69554247275485,65.79164613102732,61.86925561782408
202708,Norris Cole,360,8019.301666666666,2010,Pace-and-Space Small-Ball,60.00753796934122,31.381507513224076,54.79982459227268,78.51737288512457,42.69000002446216,16.50697612184314
202709,Cory Joseph,866,18296.336666666666,2010,Pace-and-Space Small-Ball,59.09340289159931,31.56548860117227,50.080674629280814,78.93927513318938,44.44692550315486,43.289782784308024
202710,Jimmy Butler III,869,28788.885,2010,Pace-and-Space Small-Ball,92.31061770151506,81.8344457119048,57.56660757288021,77.4311136141843,64.56615974413779,24.971215545619838
202711,Bojan Bogdanovic,719,20889.416666666664,2010,Pace-and-Space Small-Ball,79.85217166574112,82.09984983996495,33.823801451373754,37.94337608322234,27.642610739516414,48.14084780970384
202713,Kyle Singler,356,7795.1866666666665,2010,Pace-and-Space Small-Ball,63.497185592921014,27.291891084299138,42.670883092295576,15.680103515619622,34.3896645349254,35.584563775962046
202714,Shelvin Mack,456,8393.083333333334,2010,Pace-and-Space Small-Ball,48.13933473766503,44.790170456746885,58.228234042257505,89.83205347532532,49.10509920722897,34.14608630259668
202718,Chandler Parsons,440,13246.933333333332,2010,Pace-and-Space Small-Ball,84.8194996753874,63.8136819843498,49.537393694908715,65.74512688696201,52.79579971371663,41.57126865331165
202719,Jeremy Tyler,104,1034.145,2010,Pace-and-Space Small-Ball,22.198349542416416,45.96198457629907,27.91481524277736,8.419791142270052,54.33553480964812,38.421359225523396
202720,Jon Leuer,377,5944.664999999999,2010,Pace-and-Space Small-Ball,43.740157997075336,58.76084510253353,61.59869501531243,35.20492346575403,56.153815582859046,48.77095002274203
202721,Darius Morris,132,1464.2266666666667,2010,Pace-and-Space Small-Ball,22.984774631831304,25.179141879434095,79.49444076250536,81.99387172383578,31.083251784911994,39.02971608515503
202722,Davis Bertans,475,8544.34,2010,Pace-and-Space Small-Ball,51.18063720576258,62.00235107596468,43.6693015422059,28.283406538538713,38.12940852226664,68.74875121152391
202724,Charles Jenkins,110,1333.8416666666667,2010,Pace-and-Space Small-Ball,32.07139210685046,29.767325229347925,50.627484043901205,86.91490479763306,38.653073659566765,44.94198539583436
202730,Lavoy Allen,388,6904.456666666667,2010,Pace-and-Space Small-Ball,44.95588829889979,18.65161510771412,74.41834722908281,38.07638982597381,45.02408818002519,34.25401793364822
202732,DeAndre Liggins,177,1906.5916666666667,2010,Pace-and-Space Small-Ball,21.851526796102704,6.237588977276382,42.76749772123482,42.97000535216755,68.38845672209636,53.91552336358329
202734,E'Twaun Moore,598,12563.603333333333,2010,Pace-and-Space Small-Ball,61.045976875649174,51.021857804418204,43.03636186072206,58.39446862418567,34.386166710339424,62.53833138142588
202738,Isaiah Thomas,556,15582.18,2010,Pace-and-Space Small-Ball,79.0585905080819,91.25830966215443,36.0321190900958,90.25643276779061,31.550961817264238,59.61997129575774
202951,Jeremy Pargo,86,1123.41,2010,Pace-and-Space Small-Ball,31.067380287179642,48.665884872033665,62.41413339723147,86.80083735418826,23.852922372145173,20.295022204247534
202954,Brad Wanamaker,191,3084.673333333333,2010,Pace-and-Space Small-Ball,42.18508766757867,36.881840309067286,65.02761709967393,81.86852056494396,47.96154040887985,60.43447536122739
202962,Greg Smith,149,1834.4733333333334,2010,Pace-and-Space Small-Ball,28.33049129812794,37.72779747509386,61.427286288886805,7.599037346283243,46.140565981695346,53.53268151575165
202970,Gustavo Ayon,135,2252.2633333333333,2010,Pace-and-Space Small-Ball,41.71840146090867,21.70266889534573,76.06831846580262,57.029325647173025,79.6477193811939,20.02975120717088
203076,Anthony Davis,787,27114.878333333334,2010,Pace-and-Space Small-Ball,94.21034788031466,95.5762175588657,44.06446493753793,55.4963435359222,82.5380631542116,51.91060856070008
203077,Michael Kidd-Gilchrist,446,10978.496666666666,2010,Pace-and-Space Small-Ball,67.97363759607896,40.20770027088008,52.67154424813694,30.01095334669978,56.29190381083027,35.97732828337857
203078,Bradley Beal,801,27559.541666666664,2010,Pace-and-Space Small-Ball,93.87358455399239,89.76558673106325,36.823903970457955,77.85602198825393,42.540985523502854,50.782103305873555
203079,Dion Waiters,419,11835.116666666667,2010,Pace-and-Space Small-Ball,76.87692231295009,73.36755438551495,43.04285638755073,68.82368047916304,39.50844717365451,41.06701427651104
203080,Thomas Robinson,313,4203.253333333333,2010,Pace-and-Space Small-Ball,28.80098756363432,47.092452048210326,33.589037335564605,30.05245935757668,82.57781896650549,47.58778099376065
